# LkebCurve Data File version 2.0
ASCII
Curve Type: double
Dimension: 3
Number of points: 200
Closed: 0
ND: 0
Name: class LkebCurve<class LkebPoint<double,class LkebTuple3> >
Attributes: 0
Space:
1.0000000000000000e+000 0.0000000000000000e+000 0.0000000000000000e+000 0.0000000000000000e+000 0.0000000000000000e+000 1.0000000000000000e+000 0.0000000000000000e+000 0.0000000000000000e+000 0.0000000000000000e+000 0.0000000000000000e+000 1.0000000000000000e+000 0.0000000000000000e+000
Data:
53.002399444580078 -171.71232604980469 488.35018920898438
53.045648884037895 -171.84393899490792 488.33453294490289
53.094393839113025 -171.96881968769566 488.29754195744437
53.161590746986072 -172.08626342541032 488.26431151306497
53.216032611531055 -172.20766937875965 488.22333881919008
53.266466238600017 -172.33249402765711 488.18813068277512
53.306482951415717 -172.46283312672801 488.16364147079952
53.359517351889878 -172.58628825219603 488.1271870354766
53.411646946355987 -172.70972801917884 488.08876612406266
53.471517372296049 -172.82824929201368 488.04700050023831
53.539978556589155 -172.93927203804947 487.99944585659227
53.619106516146118 -173.03859503940583 487.94190189639608
53.691438588534879 -173.1333100751973 487.87125345881338
53.773735568785867 -173.23152526949727 487.81641406760781
53.851174945833812 -173.33327794293419 487.76256466450178
53.898461834883037 -173.451503588587 487.70578221324115
53.969688380056304 -173.56106198507669 487.65947478241378
54.03954826042802 -173.67258393590663 487.6187756628654
54.079910917374434 -173.80373877740271 487.59980931116718
54.133543326880357 -173.93216433068395 487.59156056264692
54.18717573638628 -174.06058988396518 487.58331181412666
54.229247491758585 -174.19280853038413 487.57711543314463
54.261947293960887 -174.3280657256615 487.57395322016833
54.301281226708745 -174.46142053481782 487.56505024504781
54.336382063105532 -174.59471345453915 487.55127741428373
54.350810034507518 -174.73244117222086 487.53816256075004
54.364092432853425 -174.86969035409851 487.52445833353204
54.361843025156794 -175.00498023491963 487.49174668874775
54.350348361957991 -175.14168669982928 487.47249223615279
54.342461013312224 -175.28082103524429 487.46836593307233
54.326647928479566 -175.41812039754123 487.45188875834191
54.297346434251367 -175.55382945720373 487.44505764756923
54.261557967254305 -175.68851888024116 487.4411149468466
54.219779266089702 -175.8200812631292 487.42993373753114
54.165500842731497 -175.94516550398666 487.40085822577294
54.094816474581229 -176.06331864590365 487.38820920178642
54.018303679268321 -176.17773852396638 487.36653909150641
53.95788405514206 -176.29925854216148 487.33759785178688
53.887173575837089 -176.41340782198418 487.3000802563206
53.837771774231769 -176.5365349983698 487.25903217637028
53.79241073622142 -176.66164616427878 487.21826803121917
53.724180737636409 -176.78056122587637 487.19294066745033
53.677182919115161 -176.90822271590247 487.16654756996297
53.662375907895289 -177.04474942533287 487.14306480030848
53.602105058639651 -177.16772306456312 487.12245090296938
53.536766971957981 -177.28919582126534 487.10213086987181
53.501213328446951 -177.42344657213405 487.09511040399121
53.469280524845587 -177.55883503222674 487.09721054171234
53.438831625211165 -177.69433289143004 487.10949038696901
53.398381761640167 -177.82645536513354 487.10116394569116
53.347807486069499 -177.95599219471535 487.09116132755679
53.318931817166472 -178.08961989471868 487.07241216318215
53.276160856165511 -178.21891249595905 487.04264312927216
53.245536564183922 -178.34816219277803 487.00273663664768
53.225318979321024 -178.47647528633325 486.95297374882449
53.205285644242977 -178.59487162453127 486.88350986858524
53.177340639507229 -178.71593545438375 486.82026253070524
53.157198640660425 -178.83498199038169 486.75111098645908
53.147736624764249 -178.92936205225976 486.64968166077404
53.134880305911146 -179.02325847753315 486.54847406188713
53.095822386026889 -179.13174360900891 486.47009641787974
53.068110733561461 -179.23888816508259 486.38773127422405
53.071558827493405 -179.34001188570898 486.29191433126516
53.057060264415917 -179.43876954539965 486.19691371058383
53.018881269063755 -179.53958166701457 486.10850058719967
52.983147070165884 -179.63829190326373 486.01771054020912
52.978062758294591 -179.73379908887202 485.91716791686508
52.951155924330763 -179.82265882206843 485.81443209514566
52.91786776973548 -179.90428181261885 485.70641734562332
52.880828032377266 -179.99500129583481 485.60818502702091
52.843566363025957 -180.09306367436241 485.51635399821362
52.806304693674647 -180.19112605289001 485.42452296940633
52.788000115935262 -180.29897920269164 485.33816888844302
52.757711443741655 -180.40168381039848 485.25059626246082
52.715681866424035 -180.50181955270222 485.1631665896893
52.685534313049217 -180.60242567658293 485.0726914240405
52.666790981753401 -180.694459859001 484.97024369213852
52.644904424859789 -180.78158534770634 484.8639489499721
52.618733899637498 -180.8687870374558 484.75836216646405
52.592563374415207 -180.95598872720524 484.65277538295601
52.557837037210881 -181.03390665564473 484.54471004563641
52.534509226131867 -181.12667919371313 484.443286826659
52.511181415052846 -181.21945173178153 484.34186360768149
52.474918675560588 -181.29478697019664 484.23452798155074
52.43086664670799 -181.3838944669844 484.13810357989621
52.391241459522064 -181.47825480340569 484.04342744040952
52.374748326830741 -181.57274803955394 483.94493764145989
52.338455793721963 -181.65563931127639 483.83906954819787
52.29267472901553 -181.73476295046629 483.73417377611855
52.257829674071466 -181.81069179425543 483.62363441401635
52.224533899777001 -181.88109486448073 483.50799532437043
52.185727259083016 -181.95020969469289 483.3935676467608
52.138969787364587 -182.01878401100731 483.28154576533728
52.092212315646151 -182.08735832732177 483.16952388391383
52.057964395220239 -182.12989982644382 483.04157481772609
52.03776700152293 -182.21070990557209 482.93201689499114
52.023461828106491 -182.29539383177385 482.82249302901448
52.01043115378495 -182.37670697448505 482.70999425441539
52.002927154852884 -182.44669289837063 482.59223672561359
51.960713731035483 -182.51172614107912 482.47892976464129
51.911322216020857 -182.58116107305787 482.36858091597122
51.883595637741522 -182.64832027625755 482.25174077412856
51.862191931772266 -182.7178600596238 482.13412041730459
51.811121716717011 -182.76576786469306 482.01356223514841
51.754155225487722 -182.81720992245516 481.89729215689169
51.698080127508057 -182.87234161029863 481.78316370017086
51.634228576850163 -182.95031155723075 481.6870890171034
51.547311746618114 -182.99021618124041 481.58628297394938
51.472923665407606 -183.03653784984289 481.47819472879212
51.400948807299557 -183.06013425637985 481.36182721269125
51.338731270285024 -183.10503636869504 481.24581756096524
51.272313727908781 -183.12357674488413 481.12464592875449
51.223450650481851 -183.16637413300873 481.00450303880069
51.164199472048381 -183.18594134848666 480.88368702351488
51.104660486231836 -183.20381535194667 480.75997428626363
51.049410194254833 -183.25451425474049 480.64366331541976
50.98286717397459 -183.31979148141667 480.54010786215667
50.911174502804371 -183.38428412962151 480.43941794625061
50.8516575612541 -183.45484976411541 480.33732870475887
50.793942460176943 -183.53503287469272 480.23962318755525
50.739242219220458 -183.6211163583711 480.14456995292204
50.678364294696607 -183.71114499706232 480.06050966569489
50.624887194540605 -183.79445505037333 479.96234024727261
50.542162275338548 -183.85156806592428 479.86834904190425
50.477719212848896 -183.91576906752914 479.76269430690843
50.40942814915789 -183.95178307868917 479.64684042671541
50.317289651916262 -183.97882140041756 479.54919880434835
50.232823029719363 -184.04726730689168 479.46191680414938
50.132299072874062 -184.08791692787264 479.37678470441318
50.037420931455301 -184.1314552340271 479.28541118985959
49.967954265771588 -184.19722165359636 479.18645555317971
49.877686539898242 -184.24451488762918 479.091309940472
49.78741881402491 -184.29180812166194 478.99616432776435
49.706999930571058 -184.3543536827562 478.9036589180651
49.613826039529769 -184.41547501649896 478.81987103990326
49.520462008178782 -184.47638735735973 478.73622358877844
49.42551263731761 -184.5242060236157 478.64662633580872
49.309353554492425 -184.56009326350508 478.58004088870314
49.202201253106637 -184.61071557428292 478.50810455383476
49.099527526048369 -184.6669732924843 478.43328825769379
48.998799359491471 -184.72602976122556 478.35710578005592
48.909624946355592 -184.79739174749434 478.27913446372747
48.816188370077782 -184.87261322998935 478.2080786073758
48.722794052568304 -184.94802917730181 478.13719437992251
48.641217172644517 -185.03583847932731 478.06617188992135
48.562405038890702 -185.12761829589806 477.99883864084194
48.492686809543855 -185.24164391767286 477.96153438040096
48.425823613700047 -185.34656073138098 477.89861081422714
48.374743827315342 -185.47034578893596 477.86554636230005
48.334629830118445 -185.59049206451544 477.81409248703341
48.284788459580398 -185.68638956774942 477.72601804923488
48.239990030208475 -185.77832264210829 477.63346334520884
48.208510435861328 -185.85574371253085 477.52192969604448
48.17665233843617 -185.93338833328141 477.41060146766506
48.145028450970003 -185.99679522021154 477.29219049305709
48.097725919707621 -186.03528544841498 477.16780532082743
48.04581433847742 -186.05994412507954 477.04078273489688
47.994242500872659 -186.09437240284061 476.91706610460801
47.938281528967451 -186.13412545904538 476.79604676489885
47.881484176944809 -186.17056878344539 476.67404863029412
47.826819937947029 -186.17069216561325 476.54591602687094
47.747962799453873 -186.18512504810951 476.43291697603985
47.656918862099971 -186.20313497553408 476.32926721071192
47.562846253843126 -186.22417247608496 476.22974004474173
47.465977446664539 -186.2459518950798 476.13186414862224
47.349291356840823 -186.29031080903141 476.07287662766646
47.229880395443004 -186.32426824380474 476.01166212775217
47.11039490808357 -186.34399926601009 475.94354211616053
46.978236258055681 -186.37584041246424 475.91489941877285
46.855671206541693 -186.39524937676072 475.85134865017437
46.731386768519542 -186.4049947739357 475.79436387754555
46.603233900838134 -186.40411143460986 475.7436182363204
46.476848525829361 -186.40971614174711 475.68502707505058
46.365882154213175 -186.41228612768543 475.60298801922977
46.264142301362725 -186.4077600619205 475.51039587366364
46.17422608205888 -186.39540375477372 475.40693273801071
46.083278430674078 -186.4132268751811 475.30411099459747
46.003490516089784 -186.42313014234628 475.19021009941707
45.926055756706319 -186.45506440368746 475.08328025406064
45.865448343193222 -186.50532226771116 474.96895437839862
45.806851668895767 -186.55205476495829 474.85139544254321
45.776299757600732 -186.61815310012977 474.7356849214936
45.762311648062784 -186.68720700977511 474.6153791016369
45.763499703351087 -186.74395807319323 474.48995299768507
45.797208256265193 -186.8299739289096 474.38553745304267
45.832127607101775 -186.90671091452234 474.27488325865085
45.883676514520261 -187.00697328589254 474.19633917657802
45.941062846536632 -187.11875164578365 474.14051535076305
46.002104834217313 -187.23289902602011 474.09026963194259
46.052140106258051 -187.35912963137548 474.06592562663639
46.095536905620399 -187.48773582595075 474.0375597037239
46.136590983888041 -187.6139804517849 473.9949632597087
46.14497722483101 -187.74518474817467 473.95327905123838
46.145777066825218 -187.87437411563656 473.90086657634237
46.119035841122823 -187.99088676942768 473.83345610842593
46.073524571631488 -188.10095517590236 473.76205103866812
45.991478011937502 -188.20367992274214 473.71564426797437
45.908449573260782 -188.30924488061407 473.67910396583011
45.824823723701456 -188.41653792617223 473.64856678198009
45.723430633544922 -188.50987243652344 473.6434326171875

